subject,start,frames,gt_hr,pred_hr,abs_error,mape,snr
subject41,0,300,99.36993699369938,95.58955895589558,3.7803780378038,3.8043478260869756,-4.922877829104007
subject41,300,300,98.28982898289829,98.82988298829883,0.5400540054005489,0.5494505494505585,16.16327007880593
subject41,600,300,103.6903690369037,103.15031503150315,0.5400540054005489,0.5208333333333418,9.434084141582682
subject41,900,300,106.93069306930693,107.47074707470748,0.5400540054005489,0.5050505050505133,8.758187907084253
subject41,1200,300,99.9099909990999,100.99009900990099,1.0801080108010837,1.0810810810810847,9.422210534058031
subject41,1500,300,97.20972097209722,97.74977497749775,0.5400540054005347,0.55555555555555,4.875241446683342
subject41,1800,120,102.07020702070207,102.07020702070207,0.0,0.0,13.268101287545766
subject42,0,300,80.46804680468047,80.46804680468047,0.0,0.0,12.656784469196145
subject42,300,300,90.18901890189018,90.72907290729073,0.5400540054005489,0.5988023952095908,15.977346655188011
subject42,600,300,95.58955895589558,95.58955895589558,0.0,0.0,11.447059355655853
subject42,900,300,96.12961296129613,96.12961296129613,0.0,0.0,16.998687068843637
subject42,1200,300,98.28982898289829,98.28982898289829,0.0,0.0,16.83994723939936
subject42,1500,300,99.36993699369938,98.82988298829883,0.5400540054005489,0.5434782608695741,15.131268950574764
subject42,1800,120,95.58955895589558,99.9099909990999,4.32043204320432,4.519774011299435,14.747574639782437
subject43,0,300,96.12961296129613,97.74977497749775,1.6201620162016184,1.6853932584269644,8.440914788273197
subject43,300,300,103.6903690369037,104.77047704770477,1.0801080108010694,1.0416666666666563,8.363687860752252
subject43,600,300,93.42934293429343,92.34923492349236,1.0801080108010694,1.1560693641618383,11.387734527888442
subject43,900,300,96.12961296129613,96.12961296129613,0.0,0.0,15.209513806940027
subject43,1200,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,15.529235811042517
subject43,1500,300,104.23042304230424,104.23042304230424,0.0,0.0,13.43499339280567
subject43,1800,120,114.4914491449145,111.7911791179118,2.700270027002702,2.3584905660377373,4.574094262321029
subject44,0,300,82.62826282628264,81.008100810081,1.6201620162016326,1.960784313725505,11.802094753544715
subject44,300,300,79.38793879387939,78.84788478847885,0.5400540054005347,0.6802721088435307,15.621582063358034
subject44,600,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,8.692307058571602
subject44,900,300,88.56885688568858,89.64896489648966,1.0801080108010837,1.219512195121955,5.65363435728234
subject44,1200,300,81.54815481548155,81.008100810081,0.5400540054005489,0.6622516556291499,7.4123327217703245
subject44,1500,300,76.68766876687668,75.6075607560756,1.0801080108010837,1.408450704225357,1.4256308014582764
subject44,1800,120,83.7083708370837,84.24842484248425,0.5400540054005489,0.6451612903225912,13.664217621097292
subject45,0,300,110.71107110711071,109.63096309630963,1.0801080108010837,0.9756097560975641,17.50126821460481
subject45,300,300,115.03150315031503,115.03150315031503,0.0,0.0,1.2818885987206259
subject45,600,300,118.8118811881188,117.73177317731773,1.0801080108010694,0.9090909090909002,9.732901057601374
subject45,900,300,116.11161116111612,116.65166516651665,0.5400540054005347,0.46511627906976283,6.290990158476958
subject45,1200,300,109.0909090909091,109.0909090909091,0.0,0.0,15.902294943317871
subject45,1500,300,99.36993699369938,95.04950495049505,4.320432043204335,4.347826086956536,-2.433261507041809
subject45,1800,120,103.6903690369037,100.99009900990099,2.7002700270027162,2.6041666666666816,19.835551874433655
subject46,0,300,102.6102610261026,102.6102610261026,0.0,0.0,15.589501566929139
subject46,300,300,104.23042304230424,103.6903690369037,0.5400540054005347,0.5181347150259016,12.334321047696193
subject46,600,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,19.722369717977028
subject46,900,300,94.50945094509451,95.04950495049505,0.5400540054005347,0.5714285714285658,13.30224944844054
subject46,1200,300,92.34923492349236,91.80918091809181,0.5400540054005489,0.5847953216374364,16.77955158536073
subject46,1500,300,91.26912691269128,90.72907290729073,0.5400540054005489,0.5917159763313706,18.785781540733133
subject46,1800,120,101.53015301530154,99.9099909990999,1.6201620162016326,1.5957446808510758,20.94243201571537
subject47,0,300,108.55085508550856,109.0909090909091,0.5400540054005347,0.49751243781094034,10.865332379508912
subject47,300,300,113.41134113411341,113.41134113411341,0.0,0.0,14.461322749012258
subject47,600,300,114.4914491449145,115.03150315031503,0.5400540054005347,0.47169811320754246,12.461806682075062
subject47,900,300,117.1917191719172,118.27182718271828,1.0801080108010837,0.9216589861751181,4.056944035447601
subject47,1200,300,97.20972097209722,97.74977497749775,0.5400540054005347,0.55555555555555,10.416406667024813
subject47,1500,300,104.23042304230424,103.6903690369037,0.5400540054005347,0.5181347150259016,12.90153276955316
subject47,1800,120,112.87128712871288,112.87128712871288,0.0,0.0,12.864028422466632
subject48,0,300,90.72907290729073,90.18901890189018,0.5400540054005489,0.595238095238105,14.751981683469511
subject48,300,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,16.10696834924907
subject48,600,300,89.64896489648966,89.64896489648966,0.0,0.0,0.933367373119346
subject48,900,300,90.18901890189018,90.18901890189018,0.0,0.0,12.61443244977601
subject48,1200,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,17.885213193517338
subject48,1500,300,92.34923492349236,93.42934293429343,1.0801080108010694,1.1695906432748422,10.821056977404018
subject48,1800,120,93.42934293429343,89.64896489648966,3.7803780378037715,4.046242774566465,-8.407416569597272
subject49,0,300,88.56885688568858,88.56885688568858,0.0,0.0,17.500514888746906
subject49,300,300,92.34923492349236,92.88928892889288,0.5400540054005205,0.5847953216374057,13.706037227090476
subject49,600,300,90.72907290729073,92.34923492349236,1.6201620162016326,1.7857142857142996,6.787249914364054
subject49,900,300,85.32853285328532,85.86858685868587,0.5400540054005489,0.6329113924050737,13.775898747745785
subject49,1200,300,85.86858685868587,84.78847884788479,1.0801080108010837,1.25786163522013,12.97481766403071
subject49,1500,300,88.02880288028803,89.10891089108911,1.0801080108010837,1.2269938650306789,5.802810901462622
subject49,1800,120,83.7083708370837,85.32853285328532,1.6201620162016184,1.93548387096774,13.786428346094286
subject5,0,300,99.36993699369938,99.9099909990999,0.5400540054005205,0.5434782608695455,9.952430515093917
subject5,300,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,16.520623797301486
subject5,600,300,100.99009900990099,100.99009900990099,0.0,0.0,18.07152295687641
subject5,900,300,101.53015301530154,100.99009900990099,0.5400540054005489,0.53191489361703,10.483603882030028
subject5,1200,240,92.34923492349236,92.34923492349236,0.0,0.0,5.977860389874483
subject8,0,300,105.31053105310531,105.85058505850586,0.5400540054005489,0.5128205128205212,5.778841305981626
subject8,300,300,117.73177317731773,117.73177317731773,0.0,0.0,11.735038849572405
subject8,600,300,115.57155715571558,115.03150315031503,0.5400540054005489,0.46728971962617594,7.144679815240723
subject8,900,300,111.7911791179118,111.7911791179118,0.0,0.0,12.555609517638866
subject8,1200,300,115.03150315031503,115.03150315031503,0.0,0.0,10.098698990458008
subject8,1500,300,112.87128712871288,112.87128712871288,0.0,0.0,17.748596795125714
subject8,1800,120,107.47074707470748,106.93069306930693,0.5400540054005489,0.5025125628140786,3.9671088599915976
subject9,0,300,97.74977497749775,95.58955895589558,2.1602160216021673,2.2099447513812227,0.9420827157005897
subject9,300,300,111.25112511251126,111.7911791179118,0.5400540054005347,0.48543689320387867,6.259283722241707
subject9,600,300,117.1917191719172,116.65166516651665,0.5400540054005489,0.46082949308756516,8.111423135486826
subject9,900,300,125.83258325832585,125.83258325832585,0.0,0.0,-9.259010157653744
subject9,1200,300,108.01080108010801,108.01080108010801,0.0,0.0,12.842462955759245
subject9,1500,300,102.6102610261026,102.6102610261026,0.0,0.0,15.997886338621976
subject9,1800,120,104.23042304230424,100.45004500450045,3.7803780378037857,3.6269430051813516,8.731573747721306
