subject,start,frames,gt_hr,pred_hr,abs_error,mape,snr
subject41,0,1920,100.45004500450045,99.9099909990999,0.5400540054005489,0.5376344086021594,5.127855327134125
subject42,0,1920,97.20972097209722,97.74977497749775,0.5400540054005347,0.55555555555555,7.785110627619911
subject43,0,1920,99.9099909990999,99.36993699369938,0.5400540054005205,0.540540540540521,8.829825424050497
subject44,0,1920,80.46804680468047,79.92799279927993,0.5400540054005347,0.6711409395973088,5.4634260923784
subject45,0,1920,111.25112511251126,111.25112511251126,0.0,0.0,3.8758227241924943
subject46,0,1920,92.88928892889288,93.42934293429343,0.5400540054005489,0.5813953488372189,2.858854694614392
subject47,0,1920,109.0909090909091,111.25112511251126,2.1602160216021673,1.9801980198019868,2.7117898139379273
subject48,0,1920,90.72907290729073,90.72907290729073,0.0,0.0,16.913095594674232
subject49,0,1920,87.48874887488749,88.02880288028803,0.5400540054005347,0.6172839506172778,12.98139855376364
subject5,0,1440,99.9099909990999,99.9099909990999,0.0,0.0,14.711826546230656
subject8,0,1920,112.87128712871288,112.87128712871288,0.0,0.0,13.097428286664115
subject9,0,1920,106.3906390639064,106.3906390639064,0.0,0.0,2.7521555282268877
